"cell_id","role","module","action","api_permission_field","database_permission_field","status","owner_question"
"BODEGA:cortes:autorizar","BODEGA","cortes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:cobros_pagos:editar","BODEGA","cobros_pagos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:cobros_pagos:autorizar","BODEGA","cobros_pagos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:reportes:crear","BODEGA","reportes","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:reportes:editar","BODEGA","reportes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:reportes:autorizar","BODEGA","reportes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:conciliacion:crear","BODEGA","conciliacion","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:conciliacion:editar","BODEGA","conciliacion","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:auditoria:crear","BODEGA","auditoria","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:auditoria:editar","BODEGA","auditoria","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:auditoria:autorizar","BODEGA","auditoria","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:camionetas:autorizar","BODEGA","camionetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:choferes:autorizar","BODEGA","choferes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:viajes:editar","BODEGA","viajes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:viajes:autorizar","BODEGA","viajes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:salidas_venta:editar","BODEGA","salidas_venta","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:salidas_venta:autorizar","BODEGA","salidas_venta","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:equipos:autorizar","BODEGA","equipos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:marcar_remate:ver","SISTEMAS","marcar_remate","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:marcar_remate:crear","SISTEMAS","marcar_remate","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:marcar_remate:editar","SISTEMAS","marcar_remate","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:dashboard:crear","SISTEMAS","dashboard","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:dashboard:editar","SISTEMAS","dashboard","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:dashboard:autorizar","SISTEMAS","dashboard","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:pos:editar","SISTEMAS","pos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:pos:autorizar","SISTEMAS","pos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:entradas:autorizar","SISTEMAS","entradas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:movimientos:autorizar","SISTEMAS","movimientos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:etiquetas:autorizar","SISTEMAS","etiquetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:inventario:crear","SISTEMAS","inventario","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:inventario:autorizar","SISTEMAS","inventario","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:productos:autorizar","SISTEMAS","productos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:precios:autorizar","SISTEMAS","precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:ajustes:editar","SISTEMAS","ajustes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes:autorizar","SISTEMAS","clientes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_credito:crear","SISTEMAS","clientes_credito","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_credito:autorizar","SISTEMAS","clientes_credito","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_precios:crear","SISTEMAS","clientes_precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_precios:editar","SISTEMAS","clientes_precios","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_precios:autorizar","SISTEMAS","clientes_precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_finanzas:editar","SISTEMAS","clientes_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:caja_abonos:ver","SISTEMAS","caja_abonos","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:caja_abonos:editar","SISTEMAS","caja_abonos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:caja_abonos:autorizar","SISTEMAS","caja_abonos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_recapturas:ver","SISTEMAS","clientes_recapturas","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_recapturas:editar","SISTEMAS","clientes_recapturas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:clientes_recapturas:autorizar","SISTEMAS","clientes_recapturas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:proveedores:autorizar","SISTEMAS","proveedores","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:proveedores_finanzas:editar","SISTEMAS","proveedores_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:ubicaciones:autorizar","SISTEMAS","ubicaciones","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:usuarios:autorizar","SISTEMAS","usuarios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:permisos:crear","SISTEMAS","permisos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:permisos:autorizar","SISTEMAS","permisos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:resumen_caja:crear","SISTEMAS","resumen_caja","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:resumen_caja:editar","SISTEMAS","resumen_caja","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:resumen_caja:autorizar","SISTEMAS","resumen_caja","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:cortes:editar","SISTEMAS","cortes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:cortes:autorizar","SISTEMAS","cortes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:cobros_pagos:editar","SISTEMAS","cobros_pagos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:cobros_pagos:autorizar","SISTEMAS","cobros_pagos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:reportes:crear","SISTEMAS","reportes","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:reportes:editar","SISTEMAS","reportes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:reportes:autorizar","SISTEMAS","reportes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:conciliacion:editar","SISTEMAS","conciliacion","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:auditoria:crear","SISTEMAS","auditoria","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:auditoria:editar","SISTEMAS","auditoria","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:auditoria:autorizar","SISTEMAS","auditoria","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:camionetas:autorizar","SISTEMAS","camionetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:choferes:autorizar","SISTEMAS","choferes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:viajes:autorizar","SISTEMAS","viajes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:salidas_venta:editar","SISTEMAS","salidas_venta","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:salidas_venta:autorizar","SISTEMAS","salidas_venta","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SISTEMAS:equipos:autorizar","SISTEMAS","equipos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:marcar_remate:ver","CONTADOR","marcar_remate","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:marcar_remate:crear","CONTADOR","marcar_remate","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:marcar_remate:editar","CONTADOR","marcar_remate","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:dashboard:crear","CONTADOR","dashboard","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:dashboard:editar","CONTADOR","dashboard","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:dashboard:autorizar","CONTADOR","dashboard","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:pos:editar","CONTADOR","pos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:pos:autorizar","CONTADOR","pos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:entradas:autorizar","CONTADOR","entradas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:movimientos:crear","CONTADOR","movimientos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:movimientos:editar","CONTADOR","movimientos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:movimientos:autorizar","CONTADOR","movimientos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:etiquetas:autorizar","CONTADOR","etiquetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:inventario:crear","CONTADOR","inventario","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:inventario:autorizar","CONTADOR","inventario","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:productos:autorizar","CONTADOR","productos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:precios:crear","CONTADOR","precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:precios:autorizar","CONTADOR","precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:ajustes:ver","CONTADOR","ajustes","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:ajustes:editar","CONTADOR","ajustes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes:autorizar","CONTADOR","clientes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_credito:crear","CONTADOR","clientes_credito","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_credito:autorizar","CONTADOR","clientes_credito","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_precios:crear","CONTADOR","clientes_precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_precios:editar","CONTADOR","clientes_precios","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_precios:autorizar","CONTADOR","clientes_precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_finanzas:editar","CONTADOR","clientes_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:caja_abonos:ver","CONTADOR","caja_abonos","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:caja_abonos:editar","CONTADOR","caja_abonos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:caja_abonos:autorizar","CONTADOR","caja_abonos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_recapturas:ver","CONTADOR","clientes_recapturas","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_recapturas:editar","CONTADOR","clientes_recapturas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:clientes_recapturas:autorizar","CONTADOR","clientes_recapturas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:proveedores:autorizar","CONTADOR","proveedores","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:proveedores_finanzas:editar","CONTADOR","proveedores_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:ubicaciones:autorizar","CONTADOR","ubicaciones","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:usuarios:autorizar","CONTADOR","usuarios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:permisos:crear","CONTADOR","permisos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
